id,imageUrl,rating,voteCount,country,language,keywords,plot,cast,crew
tt0041786,https://m.media-amazon.com/images/M/MV5BY2Q1NTI3ZjYtN2Q3OC00MTJmLWI1NmUtYWJkZjNkMTNjMDU5XkEyXkFqcGc@._V1_.jpg,7.1,5943,US,"('en',)","[""dead body on a beach"", ""mother disapproves of boyfriend"", ""getting away with murder"", ""killing in self defense"", ""hiding a dead body"", ""handwritten letter"", ""discovering a dead body"", ""crying woman"", ""woman wears eyeglasses"", ""safe deposit box"", ""jewelry"", ""reckless moment"", ""teenage daughter"", ""bus terminal"", ""father in law daughter in law relationship"", ""brother sister relationship"", ""balboa island california"", ""male male relationship"", ""domineering mother"", ""demented daugher"", ""manipulative mother"", ""year 1948"", ""skid row"", ""sleezebag hotel"", ""cigarette smoking"", ""lonely road"", ""teenage son"", ""reference to berlin germany"", ""matriarchal family"", ""balancing the budget"", ""post world war two"", ""southern california"", ""teenage boy"", ""bare chested boy"", ""boy wears pajamas"", ""car crashes into a tree"", ""stabbed with a broken bottle"", ""phone booth"", ""ophuls and mason"", ""motor boat"", ""hobbyist mechanic"", ""begins with voice over narration"", ""partner"", ""crashing into a tree"", ""broken railing"", ""road trip"", ""boat dock"", ""hand written letter"", ""payphone"", ""pawn broker"", ""confrontation"", ""admonition against smoking"", ""cover story"", ""woman in a shower"", ""fight"", ""rewriting a letter"", ""falling to death"", ""cut with a broken bottle"", ""applying for a loan"", ""pipe smoking"", ""partner kills his partner"", ""woman slaps a man"", ""woman accidentally kills a man"", ""preserving the status quo"", ""husband travels on business"", ""immorality"", ""loner"", ""older man younger woman relationship"", ""housewife"", ""social outcast"", ""melodrama"", ""morality"", ""concealing a corpse"", ""irony"", ""infatuation"", ""concealing an accidental killing"", ""loan shark"", ""husband wife relationship"", ""self sacrifice"", ""small time crook"", ""upper middle class"", ""blackmail"", ""middle class"", ""17 year old"", ""boathouse"", ""anchor"", ""dead body"", ""corpse"", ""family relationships"", ""accidental death"", ""false confession"", ""art dealer"", ""hit on the head"", ""redemption"", ""criminal"", ""confession"", ""bar"", ""taking the blame"", ""irish american"", ""starts with narration""]","After discovering the dead body of her teenage daughter's lover, a housewife takes desperate measures to protect her family from scandal.","[""nm0000051"", ""nm0000910"", ""nm0111997"", ""nm0642180""]","[""nm0649097""]"
tt0041838,https://m.media-amazon.com/images/M/MV5BMDMyYmE4MzgtYWIwOS00NjYzLTllZjAtYmIzZTcyMTUyMjI2XkEyXkFqcGc@._V1_.jpg,6.8,9328,US,"('en',)","[""sword and sandal"", ""long haired man"", ""samson character"", ""delilah character"", ""character names as title"", ""11th century b.c."", ""blockbuster"", ""strongman"", ""biblical epic"", ""idol the statue"", ""impaled by a spear"", ""reference to jehovah"", ""bare chested man"", ""demille and wilcoxon"", ""woman"", ""love"", ""long haired male"", ""destruction"", ""arm ring"", ""philistine"", ""soldier"", ""hero"", ""wedding"", ""fight"", ""based on the bible"", ""epic"", ""death"", ""ambush"", ""guard"", ""stabbed with a spear"", ""dictator"", ""evil king"", ""good versus evil"", ""violence"", ""spear"", ""dagger"", ""suicide"", ""crushed to death"", ""steel helmet"", ""brawl"", ""mixed martial arts"", ""disarming someone"", ""showdown"", ""battlefield"", ""combat"", ""muscleman"", ""pagan"", ""warrior"", ""blinding"", ""humiliation"", ""jealousy"", ""faith"", ""miscegenation"", ""murder"", ""riddle"", ""torture"", ""seduction"", ""rite"", ""syria"", ""starvation"", ""wrestling"", ""statue"", ""incarceration"", ""hunting"", ""feats of strength"", ""family relationships"", ""drugging"", ""femme fatale"", ""temple"", ""building collapse"", ""grindstone"", ""peplum"", ""revenge"", ""oppression"", ""marriage ceremony"", ""superhuman strength"", ""betrayal"", ""chariot"", ""religion"", ""lion""]","When strongman Samson rejects the love of the beautiful Philistine woman Delilah, she seeks vengeance that brings horrible consequences they both regret.","[""nm0001443"", ""nm0001514"", ""nm0001695"", ""nm0001450""]","[""nm0001124""]"
tt0041841,https://m.media-amazon.com/images/M/MV5BNTg5ZGI1YjUtYzUwMS00YTE0LThkNGEtMmNhZWYwOTY5MDRjXkEyXkFqcGc@._V1_.jpg,7.0,11775,US,"('en',)","[""military operation"", ""shot to death"", ""pacific war"", ""u.s. military"", ""military uniform"", ""gunfire"", ""man shot to death"", ""battle of iwo jima"", ""nco"", ""main character shot"", ""steel helmet"", ""lock and load"", ""u.s. marine"", ""u.s. marine corps"", ""hand grenade"", ""1940s"", ""letter"", ""brother brother relationship"", ""world war two soldier"", ""explosion"", ""fire"", ""wounded soldier"", ""drunken soldier"", ""drunken man"", ""bayonet fight"", ""island name in title"", ""amphibious landing"", ""archive footage"", ""japanese military"", ""japanese soldier"", ""corporal the military rank"", ""drunkenness"", ""private the military rank"", ""sergeant the military rank"", ""hand to hand combat"", ""military recruit"", ""kia killed in action"", ""usmc united states marine corps"", ""battle"", ""combat"", ""heroic military"", ""year 1945"", ""death of protagonist"", ""tough guy"", ""coffee"", ""cigarette smoking"", ""military training"", ""bayonet"", ""fistfight"", ""dead soldier"", ""firearm"", ""u.s. soldier"", ""uniform"", ""flamethrower"", ""marine hymn"", ""weapon"", ""death"", ""prostitute"", ""pacific theatre of war"", ""iwo jima"", ""tarawa"", ""epic battle"", ""place name in title"", ""blockbuster"", ""hawaii"", ""world war two"", ""new zealand""]","Haunted by personal demons, Marine Sgt. John Stryker is hated and feared by his men, who see him as a cold-hearted sadist. But when their boots hit the beaches, they begin to understand the reason for Stryker's rigid form of discipline.","[""nm0000078"", ""nm0000730"", ""nm0544711"", ""nm0875861""]","[""nm0245385""]"
tt0041859,https://m.media-amazon.com/images/M/MV5BYzcxYWY5YjItMTUxNC00ZmRmLTkxOGItOWI0NjZjMDczM2Y3XkEyXkFqcGc@._V1_.jpg,7.8,10456,US,"('en',)","[""betting fraud"", ""fixed fight"", ""boxing match"", ""inspired by a poem"", ""year 1938"", ""fighter"", ""hoodlum"", ""boxer as protagonist"", ""shot in real time"", ""pseudo documentary"", ""boxing manager"", ""boxing trainer"", ""heavyweight boxer"", ""cafe"", ""bribe"", ""betrayal"", ""boxing sport"", ""combat sport"", ""marriage"", ""african american"", ""mental depression"", ""hotel room"", ""fight"", ""wager"", ""husband wife relationship"", ""bare chested male fighting"", ""betrayal by friend"", ""alleyway attack"", ""henchman"", ""smashed hand"", ""end of career"", ""ambulance siren"", ""ambient soundtrack"", ""empty chair"", ""forced retirement"", ""hand injury"", ""brick as weapon"", ""crushed hand"", ""hard boiled fiction"", ""gangster crime"", ""boxer"", ""gangster"", ""aging boxer"", ""thug"", ""1930s"", ""breakup"", ""ringside radio commentary"", ""desolation"", ""bare chested man"", ""machismo"", ""pride"", ""tragedy drama"", ""male female relationship"", ""battery"", ""futility"", ""street life"", ""ageing"", ""three word title"", ""visit"", ""cult film"", ""gambling"", ""underdog""]","Expecting the usual loss, a boxing manager takes bribes from a betting gangster without telling his fighter.","[""nm0752813"", ""nm0869429"", ""nm0864869"", ""nm0062667""]","[""nm0936404""]"
tt0041866,https://m.media-amazon.com/images/M/MV5BNmNhMzcyNzktOTgxOC00OGY2LTkyZTAtYTBjN2ZiNDQ5NTJjXkEyXkFqcGc@._V1_.jpg,7.2,20023,US,"('en',)","[""u.s. cavalry"", ""american west"", ""frontier"", ""retirement"", ""graveyard"", ""dog"", ""barroom brawl"", ""monument valley"", ""widower"", ""title appears in song"", ""title based on song"", ""retired soldier"", ""retirement gift"", ""forced retirement"", ""buffalo herd"", ""military post"", ""one last assignment"", ""confederate flag"", ""paymaster"", ""runaway stagecoach"", ""reference to the battle of gettysburg"", ""reference to battle of bull run"", ""calendar"", ""pony express"", ""old west"", ""cavalry officer"", ""sneaking a drink"", ""outpost"", ""voice over narration"", ""telegraphy"", ""reference to sitting bull"", ""reference to crazy horse"", ""reference to the apache tribe"", ""reference to the battle of shiloh"", ""reference to st. patrick's day"", ""reference to the fourth of july"", ""picnic"", ""cemetery"", ""tombstone"", ""desert"", ""protest"", ""aunt niece relationship"", ""romantic rival"", ""patrol"", ""american indian"", ""native american tribe"", ""thunderstorm"", ""surgery"", ""chloroform"", ""confederate veteran"", ""funeral"", ""gun trader"", ""shot with an arrow"", ""traitor"", ""smoke signal"", ""river"", ""leader"", ""leadership"", ""pocket watch"", ""irish american"", ""blacksmith"", ""civilian clothing"", ""bartender"", ""brawl"", ""drinking whiskey"", ""army wife"", ""kiowa tribe"", ""reference to the comanche tribe"", ""alliance"", ""outsmarting the enemy"", ""sunset"", ""eyeglasses"", ""reference to philip henry sheridan"", ""military commission"", ""scout"", ""woman in jeopardy"", ""classical western"", ""wild west"", ""opening narration"", ""dead body"", ""u.s. army officer"", ""army officer"", ""military outpost"", ""cavalry outpost"", ""visiting a grave"", ""male female relationship"", ""courtship"", ""horse chase"", ""mortally wounded"", ""native american village"", ""shot in the chest with an arrow"", ""shot in the back with an arrow"", ""arms deal"", ""killed with an arrow"", ""crossing a river"", ""fistfight"", ""punched in the face"", ""cavalry charge"", ""stampede"", ""apology""]","Captain Nathan Brittles, on the eve of retirement, takes out a last patrol to stop an impending massive Indian attack. Encumbered by women who must be evacuated, Brittles finds his mission imperiled.","[""nm0000078"", ""nm0238445"", ""nm0000730"", ""nm0424565""]","[""nm0000406""]"
tt0041931,https://m.media-amazon.com/images/M/MV5BMTY0NzcwNmEtMmE5My00ZWUwLWEyYWItM2NiMWZmNWIyNzFiXkEyXkFqcGc@._V1_.jpg,7.2,8367,IT,"('en',)","[""rabbit"", ""actual animal killed"", ""octopus"", ""fishing boat"", ""pregnant woman"", ""man hits a woman"", ""mediterranean sea"", ""rowboat"", ""tonnara"", ""provincial life"", ""ferret kills rabbit"", ""marriage ceremony"", ""wife leaves her husband"", ""wife slaps her husband"", ""husband wife relationship"", ""ferret"", ""1940s"", ""20th century"", ""prison"", ""woman"", ""young"", ""stromboli"", ""volcano"", ""refugee"", ""island"", ""foreigner"", ""fisherman"", ""escape"", ""post war"", ""locked inside"", ""locked up"", ""rowing boat"", ""gossip"", ""abusive husband"", ""suspected infidelity"", ""lighthouse keeper"", ""tunafish"", ""tuna fishing"", ""jealous husband"", ""dysfunctional couple"", ""unhappy marriage"", ""isolated community"", ""isolation"", ""small village"", ""island life"", ""islander"", ""sea"", ""small community"", ""island name in title"", ""place name in title"", ""marriage of convenience"", ""lithuanian woman"", ""barbed wire fence"", ""italy"", ""bible quote"", ""year 1948"", ""sewing machine"", ""church"", ""priest"", ""money"", ""singing"", ""volcanic island"", ""stromboli island"", ""location in title"", ""one word title"", ""fishing"", ""fish out of water"", ""playing footsie"", ""sicilian"", ""volcanic eruption"", ""prison camp"", ""pregnancy"", ""outsider"", ""neorealism"", ""nature"", ""loneliness"", ""female protagonist"", ""documentary footage"", ""desperation"", ""mysticism"", ""title spoken by character""]","Karin, a young woman from the Baltic countries, marries fisherman Antonio to escape from a prison camp. But she cannot get used to the tough life in Antonio's volcano-threatened village, Stromboli.","[""nm0000006"", ""nm0899887"", ""nm0149027"", ""nm0819374""]","[""nm0744023""]"
tt0041958,https://m.media-amazon.com/images/M/MV5BZDk4MmVmMjEtYzM1YS00ODBlLWFmMDAtMWE3YjE4MjA4Y2E3XkEyXkFqcGc@._V1_.jpg,7.5,7123,US,"('en',)","[""truck driver"", ""truck rollover"", ""wholesale produce business"", ""blown out tire"", ""amputated leg"", ""san francisco california"", ""vegetable vendor"", ""purchase"", ""sale"", ""apple"", ""fruit seller"", ""brake"", ""coincidence"", ""father"", ""return home"", ""golden delicious apple"", ""tire slashed"", ""harvest"", ""san francisco bay bridge"", ""man in a wheelchair"", ""nodding off while driving"", ""changing a tire"", ""sing along"", ""blow out"", ""record player"", ""truck fire"", ""broken drive shaft"", ""brake failure"", ""conspiracy"", ""pinned under a truck"", ""army surplus truck"", ""truck radiator"", ""treachery"", ""street market"", ""runaway truck"", ""male female relationship"", ""retribution"", ""reference to anzio"", ""overheated truck"", ""mother son relationship"", ""mother daughter relationship"", ""friendship"", ""fresno california"", ""free enterprise"", ""father son relationship"", ""father daughter relationship"", ""farmers market"", ""burned to death"", ""competition"", ""brother sister relationship"", ""boyfriend girlfriend relationship"", ""betrayal"", ""auto mechanic"", ""wrecked truck"", ""truck crash"", ""truck accident"", ""sleep deprivation"", ""severe tire damage"", ""produce market"", ""neck injury"", ""death of partner"", ""accidental death"", ""stolen money"", ""fruit picker"", ""fruit market"", ""criminal gang"", ""bare chested male""]",A war veteran turned truck driver attempts to avenge the crippling and robbing of his father at the hands of an amoral produce marketer.,"[""nm0002017"", ""nm0181305"", ""nm0002011"", ""nm0492631""]","[""nm0202088""]"
tt0041959,https://m.media-amazon.com/images/M/MV5BNTAwZjAwZDUtNDc1Yi00OGY3LTgzMjktYjIyMjQzOWE3MmVhXkEyXkFqcGc@._V1_.jpg,8.1,188441,GB,"('en',)","[""post world war two"", ""faking one's death"", ""british noir"", ""american abroad"", ""briton abroad"", ""russian abroad"", ""rubble"", ""fake passport"", ""sociopath"", ""underground"", ""writer"", ""black market"", ""funeral"", ""hospital"", ""penicillin"", ""military police"", ""profiteer"", ""false passport"", ""manhunt"", ""dangerous friend"", ""expatriate"", ""cult favorite"", ""good versus evil"", ""rubble film"", ""night"", ""reference to james joyce"", ""carousel"", ""presumed dead"", ""post world war two austria"", ""military officer"", ""cult film"", ""prater vienna"", ""misery"", ""ruthlessness"", ""car run over"", ""war ruins"", ""villain"", ""evil man"", ""psychopath"", ""american in europe"", ""occupied country"", ""briton in austria"", ""american in austria"", ""american overseas"", ""male criminal"", ""allied occupation of austria"", ""mysterious death"", ""dark secret"", ""darkness"", ""fairground"", ""grave"", ""refugee"", ""forged papers"", ""murder"", ""traveling through a sewer"", ""sewer system"", ""murder investigation"", ""faked death"", ""child hospital"", ""ruins"", ""manhole"", ""shot to death"", ""manhole cover"", ""passport"", ""military occupation"", ""car accident"", ""cuckoo clock"", ""vienna austria"", ""cat"", ""racketeering"", ""author"", ""cemetery"", ""friendship"", ""mistaken identity"", ""ferris wheel"", ""profiteering"", ""actress"", ""zither"", ""forgery"", ""betrayal"", ""chase"", ""sewer"", ""title spoken by character"", ""cult classic"", ""reference to zane grey"", ""reference to shakespeare's hamlet"", ""loss of innocence"", ""movie theater"", ""police officer"", ""circular staircase"", ""theater"", ""steam engine"", ""dutch angle"", ""best friend"", ""afi"", ""military uniform"", ""hardboiled mystery"", ""whodunnit mystery"", ""child in jeopardy"", ""british actor plays a foreigner""]","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","[""nm0001072"", ""nm0885098"", ""nm0000080"", ""nm0002145""]","[""nm0715346""]"
tt0041968,https://m.media-amazon.com/images/M/MV5BNjgyYmUzYTItY2FiYy00NGE3LWJjYTYtNTJiZjIzZWJlMTZmXkEyXkFqcGc@._V1_.jpg,7.3,6148,US,"('en',)","[""femme fatale"", ""murder"", ""stolen money"", ""convertible"", ""boat rental"", ""loss of brother"", ""greed"", ""claim check"", ""overcoat"", ""union station los angeles"", ""deception"", ""los angeles california"", ""falling to death"", ""neighbor"", ""hole in pocket"", ""fugitive"", ""mariticide"", ""car chase"", ""impersonation"", ""marriage"", ""murder disguised as suicide"", ""leather bag"", ""reckless driving"", ""bold woman cautious man"", ""money transfer goes wrong"", ""implied sex"", ""u.s. mexico border"", ""escape to mexico"", ""police detective"", ""resort hotel"", ""double cross"", ""pistol"", ""vengeance"", ""mistaken identity"", ""world war two veteran"", ""mexico city"", ""poison"", ""missing person"", ""lake"", ""blackmail"", ""train station"", ""four word title"", ""apartment building"", ""beach"", ""motorcycle cop"", ""parking garage"", ""assumed identity"", ""pistol whipped"", ""border crossing"", ""note"", ""falling in love"", ""screenplay adapted by author"", ""object thrown between moving vehicles"", ""crime noir"", ""robbery"", ""fortune hunter"", ""insurance scam"", ""mexican police"", ""drinking binge"", ""westlake park los angeles"", ""statement in title"", ""conspicuous expenses"", ""flashlight"", ""confession"", ""guilt"", ""desert"", ""fainting"", ""corpse"", ""highway patrol"", ""slapped in the face"", ""falling from height"", ""accidental shooting"", ""california"", ""romance subplot"", ""sexual predator"", ""woman"", ""mexico""]","Through a fluke circumstance, a ruthless woman stumbles across a suitcase filled with $60,000, and is determined to hold onto it even if it means murder.","[""nm0779507"", ""nm0214529"", ""nm0002053"", ""nm0447913""]","[""nm0005738""]"
tt0041996,https://m.media-amazon.com/images/M/MV5BNGRiZmMyOTYtNGNlOS00MmVmLWIyZjItNTZlMzFlZGJmNTQ2XkEyXkFqcGc@._V1_.jpg,7.7,16233,US,"('en',)","[""ptsd post traumatic stress disorder"", ""air base"", ""male bonding"", ""world war two"", ""national film registry"", ""soldier"", ""boeing b 17 flying fortress"", ""toby jug"", ""usaaf u.s. army air force"", ""nonlinear timeline"", ""antique shop"", ""bedfordshire england"", ""general"", ""bicycle"", ""morale"", ""u.s. army"", ""military officer"", ""american"", ""air raid"", ""four engine airplane"", ""bombardier"", ""flying in formation"", ""b 17 bomber"", ""fighter plane"", ""bomber pilot"", ""military"", ""aviation"", ""aerial combat"", ""based on novel"", ""london england"", ""officers club"", ""world war one veteran"", ""lawyer"", ""group interrogation"", ""inspector general"", ""transfer request"", ""wilhelmshaven germany"", ""fractured spine"", ""daylight precision bombing"", ""flight navigator"", ""shower"", ""hospital"", ""goggles"", ""mission briefing"", ""combat fatigue"", ""machine gun"", ""anti aircraft artillery"", ""luftwaffe"", ""baseball"", ""haberdasher"", ""drunkenness"", ""ball bearing"", ""tail gunner"", ""airplane on fire"", ""exploding airplane"", ""anti aircraft gun"", ""bomber aircraft"", ""paralysis"", ""explosion"", ""exhaustion"", ""airplane"", ""oxygen mask"", ""nurse"", ""aerial gunner"", ""loyalty"", ""based on true story"", ""title spoken by character"", ""lord haw haw""]",A tough-as-nails general takes over a B-17 bomber unit suffering from low morale and whips them into fighting shape.,"[""nm0000060"", ""nm0549280"", ""nm0581282"", ""nm0593612""]","[""nm0454771""]"
tt0042040,https://m.media-amazon.com/images/M/MV5BNjQ1MzcxMzAtMjE1Mi00MWUzLWIzOTctODUwNzBjOWM2MzBhXkEyXkFqcGc@._V1_.jpg,7.1,6952,GB,"('en',)","[""hebrides"", ""scotland"", ""whiskey bottle"", ""shortage"", ""drinking alcohol"", ""bagpipes"", ""tavern"", ""pub"", ""highland fling"", ""whiskey"", ""world war two"", ""home guard"", ""cave"", ""barbed wire"", ""car chase"", ""chase"", ""rowboat"", ""boat"", ""shipwreck"", ""ship sinking"", ""sergeant"", ""schoolteacher"", ""salvage"", ""roadblock"", ""password"", ""marriage proposal"", ""looting"", ""fog"", ""ferry"", ""cargo"", ""beach"", ""ammunition"", ""smuggling""]","Scottish islanders try to plunder 50,000 cases of whisky from a stranded ship.","[""nm0705509"", ""nm0479910"", ""nm0786074"", ""nm0339343""]","[""nm0533241""]"
tt0042041,https://m.media-amazon.com/images/M/MV5BYzYxN2Y2MzAtOGM4Zi00N2Y2LWEwMGItMzE1NTM4M2VmYTk4XkEyXkFqcGc@._V1_.jpg,8.1,36988,US,"('en',)","[""gangster"", ""psychopath"", ""mother son relationship"", ""prison"", ""heist"", ""escape from prison"", ""undercover"", ""criminal fence"", ""headache"", ""infidelity"", ""loss of mother"", ""crime gang"", ""on the run"", ""betrayal"", ""train robbery"", ""transmitter"", ""straitjacket"", ""tanker truck"", ""fugitive"", ""cabin"", ""shootout"", ""motel"", ""triangulation"", ""revenge"", ""los angeles california"", ""lip reading"", ""killed in an explosion"", ""insanity"", ""attempted murder"", ""seizure"", ""payroll robbery"", ""murder"", ""explosion"", ""criminal gang"", ""chemical plant"", ""trojan horse"", ""passing a message"", ""railroad switch"", ""national film registry"", ""robbery"", ""police detective"", ""burn victim"", ""police surveillance"", ""jealousy"", ""hijacked train"", ""referring to oneself in the third person"", ""car phone"", ""berserk"", ""neck massage"", ""scalding"", ""false confession"", ""american criminal"", ""parking a car on a railroad crossing"", ""leaving a helpless person behind"", ""fleeing suspect"", ""death mask"", ""suspect shoots at a police officer"", ""railway employee"", ""wounded robber"", ""mother in law daughter in law conflict"", ""man killed"", ""degenerate"", ""man shot to death"", ""psycho killer"", ""woman kills a woman"", ""undercover detective"", ""american police officer"", ""police car tailing a car"", ""night car chase"", ""pulling the emergency brake on a train"", ""american gangster"", ""crime family"", ""mother in law daughter in law relationship"", ""man having a seizure"", ""jumping off a bridge onto a moving train"", ""mail wagon"", ""man killed during a robbery"", ""third degree burned man"", ""man frozen to death"", ""gangster boss orders a gangster to kill his fellow gangster"", ""fake murder"", ""gangster mom"", ""gangster boss hits gangster in the face"", ""witness elimination"", ""man begging for a doctor"", ""reference to execution by gas chamber"", ""man scalded"", ""wife cheats on husband"", ""prison yard"", ""shooting through a trunklid"", ""daughter in law kills mother in law"", ""room filled with tear gas"", ""shooting tear gas grenades into a room"", ""undercover detective impersonating a prisoner"", ""prison workshop"", ""gas truck"", ""cuckolded husband"", ""jail cell"", ""criminal murders an accomplice"", ""traveling crane operator trying to crush someone by dropping a heavy load""]",A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,"[""nm0000010"", ""nm0562920"", ""nm0639529"", ""nm0943618""]","[""nm0909825""]"
tt0042046,https://m.media-amazon.com/images/M/MV5BNmQwMWI4YjUtMzgzZS00ZmIwLTg5NWItYjA5YjI5OGJjMDYyXkEyXkFqcGc@._V1_.jpg,7.4,5126,US,"('en',)","[""reference to the boy who cried wolf"", ""rooftop"", ""witness to a murder"", ""stabbed with scissors"", ""watching through a window"", ""disposing of a dead body"", ""hiding a dead body"", ""apartment building"", ""heart to heart talk"", ""stray cat"", ""reporting a murder"", ""upstairs neighbors"", ""note"", ""child home alone"", ""window nailed shut"", ""locked in a room"", ""wire coat hanger"", ""kidnapping"", ""punching a child"", ""rooftop chase"", ""dilapidated building"", ""father proud of son"", ""9 year old boy"", ""kidnapping a child"", ""climbing in a window"", ""climbing out a window"", ""false accusation of lying"", ""jumping from height"", ""tenement"", ""scissors"", ""heat wave"", ""home alone"", ""safety net"", ""derelict building"", ""key"", ""wooden beam"", ""sleeping on fire escape"", ""reference to aesop's fables"", ""public telephone"", ""locked door"", ""breaking and entering"", ""crying for help"", ""condemned building"", ""falling to death"", ""beam"", ""child in jeopardy"", ""taxi"", ""fire escape"", ""apartment"", ""neighbor"", ""telegram"", ""father son relationship"", ""stabbed in the back"", ""lie"", ""witness"", ""toy gun"", ""abandoned building"", ""gambling"", ""temperature"", ""playing marbles"", ""mother son relationship"", ""window shade"", ""clothesline"", ""police station"", ""desk sergeant"", ""police detective"", ""drugstore"", ""running away from home"", ""hammer"", ""flashlight"", ""city"", ""elevated train"", ""police officer"", ""police box"", ""ladder"", ""stairs"", ""collapse"", ""calling the police"", ""rafter"", ""entering through a window"", ""bloodstain"", ""fire truck"", ""imagination"", ""new york city"", ""based on short story"", ""9 year old"", ""pursuit"", ""police"", ""running boy"", ""running man"", ""pay phone"", ""yelling for help"", ""husband wife relationship"", ""reference to a fireman"", ""no one believes the protagonist"", ""exiting through a window"", ""boy"", ""kennedy and roman"", ""escape"", ""night""]","To avoid the heat of a sweltering summer night a 9-year-old Manhattan boy decides to sleep on the fire escape and witnesses a murder, but no one will believe him.","[""nm0354853"", ""nm0447913"", ""nm0829717"", ""nm0738746""]","[""nm0005898""]"
tt0042114,https://m.media-amazon.com/images/M/MV5BNWZiNDFhOTktNDc0Zi00NzBkLWI0OTEtMjgzM2RhOWExMTI3XkEyXkFqcGc@._V1_.jpg,8.6,6485,US,"('en',)","[""ralph kramden character"", ""ed norton character"", ""apartment"", ""husband wife relationship"", ""sewer worker"", ""sanitation worker"", ""working class"", ""fat joke"", ""neighbor neighbor relationship"", ""alice kramden character"", ""laugh track"", ""sitcom comedy"", ""cancelled after one season"", ""single season tv series"", ""sewer"", ""bus driver"", ""1950s"", ""poverty"", ""money scheme"", ""new york city"", ""housewife"", ""friendship"", ""fraternal order"", ""raccoon"", ""famous opening theme"", ""marriage"", ""sitcom""]",A bus driver and his sewer worker friend struggle to strike it rich while their wives look on with weary patience.,"[""nm0001276"", ""nm0138770"", ""nm0575031"", ""nm0709910""]","[""nm0001276""]"
tt0042192,https://m.media-amazon.com/images/M/MV5BOTM4ZjUzOGUtYzdlZi00ZmM5LTk5NTEtMjQxNDVmOTc5NWNlXkEyXkFqcGc@._V1_.jpg,8.2,143476,US,"('en',)","[""theater"", ""social climber"", ""pathological liar"", ""false humility"", ""ambition"", ""diva"", ""broadway star"", ""flattery"", ""theater director"", ""show business"", ""rivalry"", ""psychological manipulation"", ""actress"", ""playwright"", ""cynicism"", ""multiple narrators"", ""meta film"", ""blackmail"", ""famous line"", ""character name in title"", ""starlet"", ""national film registry"", ""speech"", ""stage star"", ""fame"", ""insecurity"", ""backstabber"", ""protege betrays mentor"", ""voice over narration"", ""aging"", ""party"", ""backstage"", ""betrayal"", ""understudy"", ""champagne"", ""out of gas"", ""piano"", ""dresser"", ""manhattan new york city"", ""femme fatale"", ""drunkenness"", ""connecticut"", ""price of fame"", ""friendship"", ""new york city"", ""freeze frame"", ""banquet"", ""restaurant"", ""mirror"", ""staircase"", ""gossip columnist"", ""based on short story"", ""theater critic"", ""slapped in the face"", ""new haven connecticut"", ""hotel"", ""title spoken by character"", ""casting couch"", ""afi"", ""quote from shakespeare's hamlet"", ""f rated"", ""fake eyelashes"", ""sob story"", ""alley"", ""cold cream"", ""missing earring"", ""baggage check"", ""houseguest"", ""dress"", ""long distance telephone call"", ""movie star"", ""self pity"", ""welcome home party"", ""tantrum"", ""breakup"", ""painting"", ""car radio"", ""depression"", ""practical joke backfires"", ""caught in a lie"", ""publicity"", ""columnist"", ""ego"", ""disloyalty"", ""homewrecker"", ""sociopath"", ""phony"", ""hysterics"", ""acceptance speech"", ""meeting one's personal idol"", ""beverly hills california"", ""brooklyn new york city"", ""marriage engagement"", ""assumed identity"", ""gold digger"", ""directed by writer"", ""metafiction"", ""backstage drama"", ""obsessed fan"", ""mentor""]",A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,"[""nm0000012"", ""nm0000879"", ""nm0001695"", ""nm0002141""]","[""nm0000581""]"
